macro,semantic_key,description,domain,ideological_universe,k,election,case_id,case_label,selector_rule,metric,raw_value,exact_value,display_value,format,source_object,source_file,selector_source_file,selection_group,source_row_count
CabinetTwentyFourteenDilmaQuota,CabinetTwentyFourteenDilmaQuota,Dilma inverted cabinet cabinet/2014/2016.2: q_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",q_C,238.7289078420895,1223238807//5123966,238.73,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaRequired,CabinetTwentyFourteenDilmaRequired,Dilma inverted cabinet cabinet/2014/2016.2: r_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",r_C,18.271092157910495,93620455//5123966,18.27,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaDifferential,CabinetTwentyFourteenDilmaDifferential,Dilma inverted cabinet cabinet/2014/2016.2: d_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",d_C,20.271092157910495,103868387//5123966,20.27,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaRatio,CabinetTwentyFourteenDilmaRatio,Dilma inverted cabinet cabinet/2014/2016.2: R_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",R_C,1.0849125995722273,189586742//174748401,1.085,decimal3,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaWithin,CabinetTwentyFourteenDilmaWithin,Dilma inverted cabinet cabinet/2014/2016.2: A_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",A_C,15.742022264747815,156809229134562928813399523283499884240476286195819201320895447051775796982795316155461584816935572490790366513578714139824186443362830099234//9961187101463865700065601051120665332268254830281307618993080346282516459533558846055606350291100785320572705203644883941441257857526635775,15.74,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaBetween,CabinetTwentyFourteenDilmaBetween,Dilma inverted cabinet cabinet/2014/2016.2: B_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",B_C,4.529069893162678,231167278262547196950160273644546282577386366252631248920198459481667007589955744769541269003599521392336013662613231039621328595460300375234102881//51040784027539398075702337555506551059921240629697190675261497929619840733090331386188161048275690526555913641991499461389890996259199325805483650,4.53,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaWithinAdjustedQuota,CabinetTwentyFourteenDilmaWithinAdjustedQuota,Dilma inverted cabinet cabinet/2014/2016.2: within_adjusted_quota (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",within_adjusted_quota,254.47093010683733,,254.47,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaSeats,CabinetTwentyFourteenDilmaSeats,Dilma inverted cabinet cabinet/2014/2016.2: s_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",s_C,259,,259,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenDilmaDaysWords,CabinetTwentyFourteenDilmaDaysWords,Dilma inverted cabinet cabinet/2014/2016.2: period_days (identity),cabinet,not_applicable,,2014,cabinet/2014/2016.2,2016.2,"unique; filters=(case_id = ""cabinet/2014/2016.2"",); members=nothing",period_days,2,,two,words,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenDilma,1
CabinetTwentyFourteenTemerVotePct,CabinetTwentyFourteenTemerVotePct,Temer inverted cabinet cabinet/2014/2017.1: vote_share (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",vote_share,0.49911919584823244,24295963//48677677,49.91,pct2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyFourteenTemerQuota,CabinetTwentyFourteenTemerQuota,Temer inverted cabinet cabinet/2014/2017.1: q_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",q_C,256.04814747014325,655991001//2561983,256.05,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyFourteenTemerRequired,CabinetTwentyFourteenTemerRequired,Temer inverted cabinet cabinet/2014/2017.1: r_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",r_C,0.9518525298567555,2438630//2561983,0.95,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyFourteenTemerDifferential,CabinetTwentyFourteenTemerDifferential,Temer inverted cabinet cabinet/2014/2017.1: d_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",d_C,9.951852529856755,25496477//2561983,9.95,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyFourteenTemerRatio,CabinetTwentyFourteenTemerRatio,Temer inverted cabinet cabinet/2014/2017.1: R_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",R_C,1.0388671139712784,681487478//655991001,1.039,decimal3,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyFourteenTemerSeats,CabinetTwentyFourteenTemerSeats,Temer inverted cabinet cabinet/2014/2017.1: s_C (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",s_C,266,,266,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyFourteenTemerDays,CabinetTwentyFourteenTemerDays,Temer inverted cabinet cabinet/2014/2017.1: period_days (identity),cabinet,not_applicable,,2014,cabinet/2014/2017.1,2017.1,"unique; filters=(case_id = ""cabinet/2014/2017.1"",); members=nothing",period_days,100,,100,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyFourteenTemer,1
CabinetTwentyEighteenBolsonaroVotePct,CabinetTwentyEighteenBolsonaroVotePct,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: vote_share (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",vote_share,0.47246851574312065,23213368//49132095,47.25,pct2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroQuota,CabinetTwentyEighteenBolsonaroQuota,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: q_C (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",q_C,242.3763485762209,3969485928//16377365,242.38,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroDifferential,CabinetTwentyEighteenBolsonaroDifferential,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: d_C (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",d_C,14.6236514237791,239496877//16377365,14.62,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroRatio,CabinetTwentyEighteenBolsonaroRatio,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: R_C (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",R_C,1.0603344819314346,4208982805//3969485928,1.060,decimal3,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroWithin,CabinetTwentyEighteenBolsonaroWithin,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: A_C (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",A_C,19.06897840875699,3073495220371231634874373197353913911386487408178985947239965425794066801902088940324673264231814150346235575268153949593002860852798680492794060994751//161177759735665734961824767169644076947398182579066455034753461890444340700053021674867608053224558866015426971158733316553093495348249154139691056760,19.07,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroBetween,CabinetTwentyEighteenBolsonaroBetween,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: B_C (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",B_C,-4.44532698497789,-2346836590245361388923518608180039334980920469697803326307055155581982221829302482523258207371706664854364039747488881617178200281115112422904115380890094519//527933400214660251892613055595455593651125167286802538672049026078679395965824771064443628752919605502544148627502209692570110810488815701657396284758847480,-4.45,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroDays,CabinetTwentyEighteenBolsonaroDays,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: period_days (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",period_days,238,,238,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyEighteenBolsonaroSeats,CabinetTwentyEighteenBolsonaroSeats,Bolsonaro inverted cabinet cabinet/2018/2021.3/2022.1: s_C (identity),cabinet,not_applicable,,2018,cabinet/2018/2021.3/2022.1,2021.3/2022.1,"unique; filters=(case_id = ""cabinet/2018/2021.3/2022.1"",); members=nothing",s_C,257,,257,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyEighteenBolsonaro,1
CabinetTwentyTwentyTwoLulaVotePct,CabinetTwentyTwentyTwoLulaVotePct,Lula inverted cabinet cabinet/2022/2023.1: vote_share (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",vote_share,0.48888043147286714,53490123//109413508,48.89,pct2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyTwentyTwoLulaQuota,CabinetTwentyTwentyTwoLulaQuota,Lula inverted cabinet cabinet/2022/2023.1: q_C (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",q_C,250.79566134558084,27440433099//109413508,250.80,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyTwentyTwoLulaDifferential,CabinetTwentyTwentyTwoLulaDifferential,Lula inverted cabinet cabinet/2022/2023.1: d_C (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",d_C,12.20433865441916,1335319505//109413508,12.20,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyTwentyTwoLulaRatio,CabinetTwentyTwentyTwoLulaRatio,Lula inverted cabinet cabinet/2022/2023.1: R_C (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",R_C,1.0486624792029489,28775752604//27440433099,1.049,decimal3,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyTwentyTwoLulaRequired,CabinetTwentyTwentyTwoLulaRequired,Lula inverted cabinet cabinet/2022/2023.1: r_C (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",r_C,6.20433865441916,678838457//109413508,6.20,decimal2,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyTwentyTwoLulaSeats,CabinetTwentyTwentyTwoLulaSeats,Lula inverted cabinet cabinet/2022/2023.1: s_C (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",s_C,263,,263,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyTwentyTwoLulaDays,CabinetTwentyTwentyTwoLulaDays,Lula inverted cabinet cabinet/2022/2023.1: period_days (identity),cabinet,not_applicable,,2022,cabinet/2022/2023.1,2023.1,"unique; filters=(case_id = ""cabinet/2022/2023.1"",); members=nothing",period_days,255,,255,integer,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetTwentyTwentyTwoLula,1
CabinetTwentyEighteenBolsonaroAfterPSCDifferential,CabinetTwentyEighteenBolsonaroAfterPSCDifferential,BolsonaroAfterPSC transition period: d_C (identity),cabinet,not_applicable,,2018,2018/2022.2,2022.2,"unique; filters=(election_year = 2018, cabinet_period = ""2022.2""); members=nothing",d_C,16.601833628303453,,16.60,decimal2,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetTwentyEighteenBolsonaroAfterPSC,1
CabinetTwentyEighteenBolsonaroAfterPSCSeats,CabinetTwentyEighteenBolsonaroAfterPSCSeats,BolsonaroAfterPSC transition period: s_C (identity),cabinet,not_applicable,,2018,2018/2022.2,2022.2,"unique; filters=(election_year = 2018, cabinet_period = ""2022.2""); members=nothing",s_C,250,,250,integer,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetTwentyEighteenBolsonaroAfterPSC,1
CabinetTwentyTwentyTwoLulaExpandedVotePct,CabinetTwentyTwentyTwoLulaExpandedVotePct,LulaExpanded transition period: vote_share (identity),cabinet,not_applicable,,2022,2022/2023.2,2023.2,"unique; filters=(election_year = 2022, cabinet_period = ""2023.2""); members=nothing",vote_share,0.6378913927154223,69793935//109413508,63.79,pct2,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetTwentyTwentyTwoLulaExpanded,1
CabinetTwentyTwentyTwoLulaExpandedSeats,CabinetTwentyTwentyTwoLulaExpandedSeats,LulaExpanded transition period: s_C (identity),cabinet,not_applicable,,2022,2022/2023.2,2023.2,"unique; filters=(election_year = 2022, cabinet_period = ""2023.2""); members=nothing",s_C,350,,350,integer,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetTwentyTwentyTwoLulaExpanded,1
IdeologySeatWinningTwentyFourteenKZeroSummaryMinimalInversionsWords,IdeologySeatWinningTwentyFourteenKZeroSummaryMinimalInversionsWords,2014 seat_winning k=0 domain summary: minimal_inversions (identity),ideological,seat_winning,0,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_inversions,4,,four,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKZeroSummary,1
IdeologySeatWinningTwentyFourteenKZeroSummaryMinimalSeatMajorityCoalitionsWords,IdeologySeatWinningTwentyFourteenKZeroSummaryMinimalSeatMajorityCoalitionsWords,2014 seat_winning k=0 domain summary: minimal_seat_majority_coalitions (identity),ideological,seat_winning,0,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_seat_majority_coalitions,8,,eight,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKZeroSummary,1
IdeologySeatWinningTwentyFourteenKZeroSummaryIdeologicalPartyCount,IdeologySeatWinningTwentyFourteenKZeroSummaryIdeologicalPartyCount,2014 seat_winning k=0 domain summary: ideological_party_count (identity),ideological,seat_winning,0,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 0); members=nothing",ideological_party_count,28,,28,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKZeroSummary,1
IdeologySeatWinningTwentyFourteenKZeroSummaryInvertedMembersMinWords,IdeologySeatWinningTwentyFourteenKZeroSummaryInvertedMembersMinWords,2014 seat_winning k=0 domain summary: inverted_members_min (identity),ideological,seat_winning,0,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 0); members=nothing",inverted_members_min,12,,twelve,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKZeroSummary,1
IdeologySeatWinningTwentyFourteenKZeroSummaryInvertedMembersMaxWords,IdeologySeatWinningTwentyFourteenKZeroSummaryInvertedMembersMaxWords,2014 seat_winning k=0 domain summary: inverted_members_max (identity),ideological,seat_winning,0,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 0); members=nothing",inverted_members_max,15,,fifteen,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKZeroSummary,1
IdeologySeatWinningTwentyEighteenKZeroSummaryMinimalInversionsWords,IdeologySeatWinningTwentyEighteenKZeroSummaryMinimalInversionsWords,2018 seat_winning k=0 domain summary: minimal_inversions (identity),ideological,seat_winning,0,2018,,,"unique; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_inversions,1,,one,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyEighteenKZeroSummary,1
IdeologySeatWinningTwentyEighteenKZeroSummaryMinimalSeatMajorityCoalitionsWords,IdeologySeatWinningTwentyEighteenKZeroSummaryMinimalSeatMajorityCoalitionsWords,2018 seat_winning k=0 domain summary: minimal_seat_majority_coalitions (identity),ideological,seat_winning,0,2018,,,"unique; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_seat_majority_coalitions,8,,eight,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyEighteenKZeroSummary,1
IdeologySeatWinningTwentyEighteenKZeroSummaryIdeologicalPartyCount,IdeologySeatWinningTwentyEighteenKZeroSummaryIdeologicalPartyCount,2018 seat_winning k=0 domain summary: ideological_party_count (identity),ideological,seat_winning,0,2018,,,"unique; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 0); members=nothing",ideological_party_count,30,,30,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyEighteenKZeroSummary,1
IdeologySeatWinningTwentyEighteenKZeroSummaryNonInvertedMinimalMajoritiesWords,IdeologySeatWinningTwentyEighteenKZeroSummaryNonInvertedMinimalMajoritiesWords,2018 seat_winning k=0 domain summary: non_inverted_minimal_majorities (identity),ideological,seat_winning,0,2018,,,"unique; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 0); members=nothing",non_inverted_minimal_majorities,7,,seven,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyEighteenKZeroSummary,1
IdeologySeatWinningTwentyTwentyTwoKZeroSummaryMinimalInversionsWords,IdeologySeatWinningTwentyTwentyTwoKZeroSummaryMinimalInversionsWords,2022 seat_winning k=0 domain summary: minimal_inversions (identity),ideological,seat_winning,0,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_inversions,2,,two,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKZeroSummary,1
IdeologySeatWinningTwentyTwentyTwoKZeroSummaryMinimalSeatMajorityCoalitionsWords,IdeologySeatWinningTwentyTwentyTwoKZeroSummaryMinimalSeatMajorityCoalitionsWords,2022 seat_winning k=0 domain summary: minimal_seat_majority_coalitions (identity),ideological,seat_winning,0,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_seat_majority_coalitions,4,,four,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKZeroSummary,1
IdeologySeatWinningTwentyTwentyTwoKZeroSummaryIdeologicalPartyCount,IdeologySeatWinningTwentyTwentyTwoKZeroSummaryIdeologicalPartyCount,2022 seat_winning k=0 domain summary: ideological_party_count (identity),ideological,seat_winning,0,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 0); members=nothing",ideological_party_count,23,,23,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKZeroSummary,1
IdeologyAllPartiesTwentyFourteenKZeroSummaryIdeologicalPartyCount,IdeologyAllPartiesTwentyFourteenKZeroSummaryIdeologicalPartyCount,2014 all_parties k=0 domain summary: ideological_party_count (identity),ideological,all_parties,0,2014,,,"unique; filters=(election = 2014, ideological_universe = ""all_parties"", k = 0); members=nothing",ideological_party_count,32,,32,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesTwentyFourteenKZeroSummary,1
IdeologyAllPartiesTwentyEighteenKZeroSummaryIdeologicalPartyCount,IdeologyAllPartiesTwentyEighteenKZeroSummaryIdeologicalPartyCount,2018 all_parties k=0 domain summary: ideological_party_count (identity),ideological,all_parties,0,2018,,,"unique; filters=(election = 2018, ideological_universe = ""all_parties"", k = 0); members=nothing",ideological_party_count,35,,35,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesTwentyEighteenKZeroSummary,1
IdeologyAllPartiesTwentyTwentyTwoKZeroSummaryIdeologicalPartyCount,IdeologyAllPartiesTwentyTwentyTwoKZeroSummaryIdeologicalPartyCount,2022 all_parties k=0 domain summary: ideological_party_count (identity),ideological,all_parties,0,2022,,,"unique; filters=(election = 2022, ideological_universe = ""all_parties"", k = 0); members=nothing",ideological_party_count,32,,32,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesTwentyTwentyTwoKZeroSummary,1
IdeologySeatWinningTwentyFourteenKOneSummaryMinimalInversions,IdeologySeatWinningTwentyFourteenKOneSummaryMinimalInversions,2014 seat_winning k=1 domain summary: minimal_inversions (identity),ideological,seat_winning,1,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_inversions,46,,46,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKOneSummary,1
IdeologySeatWinningTwentyFourteenKOneSummaryMinimalSeatMajorityCoalitions,IdeologySeatWinningTwentyFourteenKOneSummaryMinimalSeatMajorityCoalitions,2014 seat_winning k=1 domain summary: minimal_seat_majority_coalitions (identity),ideological,seat_winning,1,2014,,,"unique; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_seat_majority_coalitions,87,,87,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyFourteenKOneSummary,1
IdeologySeatWinningTwentyEighteenKOneSummaryMinimalInversions,IdeologySeatWinningTwentyEighteenKOneSummaryMinimalInversions,2018 seat_winning k=1 domain summary: minimal_inversions (identity),ideological,seat_winning,1,2018,,,"unique; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_inversions,42,,42,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyEighteenKOneSummary,1
IdeologySeatWinningTwentyEighteenKOneSummaryMinimalSeatMajorityCoalitions,IdeologySeatWinningTwentyEighteenKOneSummaryMinimalSeatMajorityCoalitions,2018 seat_winning k=1 domain summary: minimal_seat_majority_coalitions (identity),ideological,seat_winning,1,2018,,,"unique; filters=(election = 2018, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_seat_majority_coalitions,108,,108,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyEighteenKOneSummary,1
IdeologySeatWinningTwentyTwentyTwoKOneSummaryMinimalInversions,IdeologySeatWinningTwentyTwentyTwoKOneSummaryMinimalInversions,2022 seat_winning k=1 domain summary: minimal_inversions (identity),ideological,seat_winning,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_inversions,12,,12,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKOneSummary,1
