file,line,role,text
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1056,"other draft, report or archived source","threshold. The 2017.1 Temer coalition has \(q_C=256.05\), so exact"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1059,"other draft, report or archived source","coalition begins much farther away, with \(q_C=238.73\); its \(d_C=20.27\)"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1069,"other draft, report or archived source","election, 102 of 1461 covered days are inversion days. In the mandate following"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1070,"other draft, report or archived source","the 2018 election, 238 of 1461 covered days are inversion days: 188 in 2021.3"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1071,"other draft, report or archived source","and 50 in 2022.1. In the available 2022 window, 255 of 1174 covered days are"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1073,"other draft, report or archived source","impeachment-transition window and a later Temer period, the PSC-inclusive phase"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1074,"other draft, report or archived source","after 2018, and the initial cabinet formation after 2022."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1079,"other draft, report or archived source",The second coalition domain complements observed cabinet composition with a
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1083,"other draft, report or archived source",ideological ordering. This does not imply that actual Brazilian cabinets are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1124,"other draft, report or archived source",questions. Cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1245,"other draft, report or archived source",even though two PSC-inclusive cabinet configurations based on the same election
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1253,"other draft, report or archived source",Appendix~\ref{app:cabinet-interval-bridge}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1254,"other draft, report or archived source",documents this distinction in detail: observed cabinets are sparse selections
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1261,"other draft, report or archived source",Tables~\ref{tab:cabinet-inversions} and \ref{tab:minimal-intervals} make
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1262,"other draft, report or archived source",coalition differentials directly comparable across realized cabinets and
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1277,"other draft, report or archived source",the second-largest individual positive contributor. The shared 2018 cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1280,"other draft, report or archived source",\(d_i=\AcctCabinetTwentyEighteenPSLDifferential\). These are ex post
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1285,"other draft, report or archived source","\(A_C>0\) and \(B_C>0\). This occurs in cabinet period 2016.2, the 2014"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1288,"other draft, report or archived source","offset by negative between-district weighting in 2017.1, both 2018 cabinet"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1290,"other draft, report or archived source","2018 cabinet vector has \(A_C=19.07\) and \(B_C=-4.45\), illustrating how a"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1309,"other draft, report or archived source",represented in cabinet as composition changes during a mandate. The second
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1317,"other draft, report or archived source",provides the sharpest within-election contrast: two PSC-inclusive cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1324,"other draft, report or archived source",one intermediate party and becoming slightly stronger. Observed cabinets and
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1338,"other draft, report or archived source","member-party ratios, not a simple count of overrepresented parties. The cabinet"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1347,"other draft, report or archived source",result. The within-district component is positive in all five observed cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1351,"other draft, report or archived source",but offsets a positive \(A_C\) in the other cabinet configurations and three
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1400,"other draft, report or archived source","addition, the vote share of a cabinet or potential coalition is the sum of votes"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1410,"other draft, report or archived source","cabinet composition across legislative terms, comparing those realized party"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1418,"other draft, report or archived source","observed cabinet periods invert: two linked to the 2014 election, two"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1419,"other draft, report or archived source","PSC-inclusive periods linked to 2018, and the initial Lula cabinet linked to"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1427,"other draft, report or archived source","cabinet coalitions are overrepresented, but only five combine that advantage"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1461,"other draft, report or archived source","\textbf{Data availability.} For peer review, the data and replication materials are available in an anonymized repository: \url{https://anonymous.4open.science/r/electoral-inversion-B6B5/README.md}. For final publication, the analysis uses public election data from Brazil's Tribunal Superior Eleitoral and cabinet/party classification inputs documented in the replication repository."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1465,"other draft, report or archived source","\textbf{Ethics approval.} This study uses publicly available aggregate electoral, cabinet, and party-classification data. No new human participants were recruited by the author. "
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1497,"other draft, report or archived source",complete machine-readable output retains both 2018 cabinet periods separately
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1498,"other draft, report or archived source",and includes all five cabinet inversions and all fourteen exact-connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1541,"other draft, report or archived source",\section{Cabinet periods and composition}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1544,"other draft, report or archived source",\input{table_appendix_cabinet_composition.tex}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1563,"other draft, report or archived source",\section{Cabinet coalitions and ideological intervals}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1564,"other draft, report or archived source",\label{app:cabinet-interval-bridge}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1571,"other draft, report or archived source",Table \ref{tab:cabinet-interval-bridge} compares observed cabinet coalitions
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1573,"other draft, report or archived source",table keeps two operations separate: cabinet periods are defined from the party
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1574,"other draft, report or archived source","labels observed in the cabinet data, while ideological closures and vote-seat"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1577,"other draft, report or archived source",The connected closure of a cabinet is the smallest no-gap ideological interval
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1578,"other draft, report or archived source",containing all cabinet parties. Gaps are parties inside that closure that are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1579,"other draft, report or archived source",not members of the cabinet coalition. The final columns report the closest
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1582,"other draft, report or archived source",interval analysis by showing whether realized cabinet coalitions are compact
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1585,"other draft, report or archived source",\input{table_appendix_cabinet_interval_bridge.tex}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1587,"other draft, report or archived source",The first result is that no observed cabinet coalition is itself a contiguous
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1588,"other draft, report or archived source",ideological interval. Every cabinet period has gaps inside its connected closure.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1589,"other draft, report or archived source","The smallest number of gaps is eight, and several cabinet periods have more than"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1590,"other draft, report or archived source",fifteen. This means that Brazilian cabinet coalitions are not simply connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1595,"other draft, report or archived source",This matters for the interpretation of cabinet inversions. The observed cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1597,"other draft, report or archived source",All connected closures in Table \ref{tab:cabinet-interval-bridge} are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1598,"other draft, report or archived source","vote-and-seat majorities. The 2016.2 cabinet, for example, has 46.54 percent of"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1602,"other draft, report or archived source",bloc. It comes from a selective cabinet coalition that retains a seat majority
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1605,"other draft, report or archived source",The same logic applies to the more durable Temer-period inversion. The 2017.1
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1606,"other draft, report or archived source","cabinet contains DEM, PMDB, PP, PPS, PSB, PSD, PSDB, and PV. Its connected"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1608,"other draft, report or archived source","observed cabinet has 49.91 percent of the vote and 266 seats, while the full"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1609,"other draft, report or archived source",PSB--DEM closure has 78.42 percent of the vote and 409 seats. The cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1611,"other draft, report or archived source",center-to-right cabinet coalition located near the connected inversion region
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1616,"other draft, report or archived source",The Dilma coalitions have a different ideological profile from the later
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1617,"other draft, report or archived source","Temer coalitions. They are also sparse, but they are left-anchored. The cabinet"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1618,"other draft, report or archived source","sets before Temer include PT, PCdoB, and PDT while extending to parties such"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1621,"other draft, report or archived source",that are not cabinet members. The impeachment transition changes this structure.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1625,"other draft, report or archived source","entering are concentrated in the center, right, and far right. The cabinet remains"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1629,"other draft, report or archived source","ideology scale, the average unweighted cabinet ideology rises from the"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1630,"other draft, report or archived source",pre-Temer sequence to the post-impeachment Temer sequence. The transition from
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1631,"other draft, report or archived source",2016.3 to 2016.4 alone increases the unweighted cabinet ideology mean by 1.53
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1633,"other draft, report or archived source",difference between the two sparse coalition types. The pre-Temer coalitions are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1634,"other draft, report or archived source",left-anchored and broad. The Temer coalitions are center-to-right and broad.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1638,"other draft, report or archived source",The Bolsonaro-period cabinets provide a domain contrast. They are more
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1640,"other draft, report or archived source",closures are narrower than the 2014 and 2022 closures. The PSC-inclusive
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1641,"other draft, report or archived source",2021.3 and 2022.1 cabinets each have 47.25 percent of the vote and exactly 257
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1646,"other draft, report or archived source","vote and 257 seats. Thus, the 2018 mandate contains observed cabinet inversions"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1653,"other draft, report or archived source","The 2023.1 Lula cabinet returns to a left-anchored structure, but it is not a"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1656,"other draft, report or archived source","parties, and has seventeen gaps. The observed cabinet is an inversion, with"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1661,"other draft, report or archived source",which lies to the right of the cabinet's left anchor.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1663,"other draft, report or archived source",This comparison is crucial for interpreting the 2022 result. The Lula cabinet is
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1667,"other draft, report or archived source",observed Lula coalition reaches a seat majority through a broad and sparse
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1668,"other draft, report or archived source",cross-ideological cabinet arrangement. The exact-connected interval analysis shows
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1672,"other draft, report or archived source",The two analyses therefore meet at a specific structural point. Cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1674,"other draft, report or archived source",the seat-vote geometry of ideological blocs. The cabinet-to-interval comparison
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1675,"other draft, report or archived source",shows that realized cabinets may draw on seat asymmetries without being
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1676,"other draft, report or archived source","connected blocs themselves. In 2014, the pre-Temer coalitions are sparse and"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1677,"other draft, report or archived source","left-anchored, while the Temer coalitions are sparse and shifted rightward. In"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1678,"other draft, report or archived source","2018, two right-side cabinets reach exactly 257 seats without a vote majority,"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1680,"other draft, report or archived source","Lula cabinet is a broad realized inversion, while the compact connected"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1681,"other draft, report or archived source",inversion lies on the right. The gap between cabinet coalitions and connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main.tex,1683,"other draft, report or archived source",presidentialism combines sparse cabinet construction with an ideological
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_coalition_party_component_extremes.tex,14,generated asset,\multicolumn{5}{@{}l}{\textit{Observed cabinet inversions}} \\ \addlinespace[2pt]
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_coalition_party_component_extremes.tex,32,generated asset,"\footnotesize\textit{Notes:} Entries show the two largest positive and two most negative contributions in seats; values are rounded to two decimals. Cases are identified by election year and cabinet period or interval endpoints. \(A_i\) and \(B_i\) are ex post accounting contributions: \(d_i=A_i+B_i\), \(A_C=\sum_{i\in C}A_i\), and \(B_C=\sum_{i\in C}B_i\). For 2014 and 2018, party-level attribution is ex post because seats were often allocated through joint electoral lists. These values do not identify party-specific causal effects of electoral rules."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,21,generated asset,Cabinet 2014/2016.2 & party & \(A\) & 17.68 & 1.94 & 15.74 & 20\% & PR & 5.04 & PT & -1.22 & 21\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,22,generated asset,Cabinet 2014/2016.2 & party & \(B\) & 6.57 & 2.04 & 4.53 & 47\% & PMDB & 4.22 & PT & -1.21 & 31\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,23,generated asset,Cabinet 2014/2016.2 & state & \(A\) & 20.42 & 4.67 & 15.74 & 37\% & RJ & 4.72 & MT & -1.33 & 8\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,24,generated asset,Cabinet 2014/2016.2 & state & \(B\) & 23.83 & 19.30 & 4.53 & 90\% & AC & 3.04 & SP & -15.33 & 16\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,25,generated asset,Cabinet 2014/2017.1 & party & \(A\) & 12.92 & 1.65 & 11.27 & 23\% & PSD & 4.65 & PV & -1.40 & 22\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,26,generated asset,Cabinet 2014/2017.1 & party & \(B\) & 6.02 & 7.34 & -1.32 & 90\% & PMDB & 4.22 & PSDB & -5.01 & 26\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,27,generated asset,Cabinet 2014/2017.1 & state & \(A\) & 15.96 & 4.69 & 11.27 & 45\% & SP & 2.47 & CE & -1.72 & 6\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,28,generated asset,Cabinet 2014/2017.1 & state & \(B\) & 22.91 & 24.23 & -1.32 & 97\% & TO & 3.11 & SP & -20.14 & 20\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,29,generated asset,Cabinet 2018/2021.3/2022.1 & party & \(A\) & 27.33 & 8.26 & 19.07 & 46\% & PP & 7.32 & PSC & -3.07 & 14\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,30,generated asset,Cabinet 2018/2021.3/2022.1 & party & \(B\) & 4.06 & 8.50 & -4.45 & 65\% & PP & 1.45 & PSL & -5.28 & 23\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,31,generated asset,Cabinet 2018/2021.3/2022.1 & state & \(A\) & 21.96 & 2.89 & 19.07 & 23\% & BA & 2.18 & MT & -1.11 & 5\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,32,generated asset,Cabinet 2018/2021.3/2022.1 & state & \(B\) & 23.33 & 27.77 & -4.45 & 91\% & RR & 3.57 & SP & -23.28 & 23\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,33,generated asset,Cabinet 2022/2023.1 & party & \(A\) & 26.07 & 12.88 & 13.20 & 66\% & UNIÃO & 9.36 & PSB & -5.55 & 17\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,34,generated asset,Cabinet 2022/2023.1 & party & \(B\) & 4.23 & 5.22 & -0.99 & 89\% & UNIÃO & 1.75 & PSOL & -2.66 & 19\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,35,generated asset,Cabinet 2022/2023.1 & state & \(A\) & 20.84 & 7.64 & 13.20 & 54\% & RJ & 2.92 & DF & -1.73 & 6\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_accounting_gross_components.tex,36,generated asset,Cabinet 2022/2023.1 & state & \(B\) & 23.65 & 24.64 & -0.99 & 98\% & RR & 3.15 & SP & -18.35 & 17\% \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,83,"other draft, report or archived source",  party sets represented in presidential cabinets and examine potential
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,84,"other draft, report or archived source",  coalitions restricted by ideological proximity. Cabinet inversions appear
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,170,"other draft, report or archived source","subsets, most of which have little political meaning. Realized cabinet"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,172,"other draft, report or archived source","distribute cabinet offices among several parties, and changes in ministerial"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,176,"other draft, report or archived source",corresponding election shows when a cabinet coalition held a legislative
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,179,"other draft, report or archived source","Cabinets are politically realized, but they are also selective and may combine"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,187,"other draft, report or archived source","omitted. For cabinets and potential coalitions, the"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,196,"other draft, report or archived source",cycles. Realized cabinet inversions and inversions among minimal connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,221,"other draft, report or archived source","move from party-level deviations to realized cabinet coalitions, ideologically constrained"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,462,"other draft, report or archived source",combinations of parties across cabinet and Congress: ministries are distributed
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,495,"other draft, report or archived source","The possibility of coalition inversions under proportional representation is already established by Kurrild-Klitgaard \parencite{kurrild-klitgaard13_elect_inver_coalit_propor_repres} and Miller \parencite{miller14_elect_inver_under_propor_repres}. The present analysis extends this agenda to a distinct institutional setting, where national party seat totals emerge from twenty-seven independent district allocations and several additional electoral mediations, and to coalition domains defined by realized cabinet participation and ideological proximity."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,501,"other draft, report or archived source",coalition space is therefore restricted in two different ways. Observed cabinets
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,505,"other draft, report or archived source","Cabinet coalitions are substantively meaningful because Brazilian presidents ordinarily govern through multiparty arrangements. Cabinet participation records a party combination that was not merely arithmetically possible but institutionally realized in executive government \parencite{abranches1988presidencialismo,figueiredo2000presidential,pereira2004cost}. The relevant representational question is, thus, whether the members of the party set holding ministries collectively possessed a Chamber majority despite receiving less than half of the valid federal-deputy vote in the election that produced that legislature."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,507,"other draft, report or archived source","This domain must be followed across the legislative term. Coalitional presidentialism is dynamic: parties enter and leave the government, changing the set represented in cabinet while the underlying election-year vote and seat distribution remains fixed. These transitions generate successive realized combinations of the same party-level differentials. Cabinet participation is used only to delimit those observable governing party sets. This provides a useful setting for studying coalition inversion because changes in inversion status can occur without any change in the underlying electoral result: what changes is the particular combination of parties across which the fixed vote-seat differentials are aggregated. The cabinet sequence therefore reveals whether, and for how long, politically realized recombinations of the same legislature cross the majority threshold without a corresponding vote majority."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,509,"other draft, report or archived source","Observed cabinets reveal which combinations entered government, but they cover"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,695,"other draft, report or archived source",restriction does not alter observed cabinet membership or its election-year
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,739,"other draft, report or archived source",cabinet participation and ideological classifications.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,741,"other draft, report or archived source",Cabinet composition is reconstructed from the Brazilian
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,742,"other draft, report or archived source","Wikipedia cabinet-member lists for the Dilma Rousseff, Michel Temer,"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,743,"other draft, report or archived source","Jair Bolsonaro, and Lula III administrations. These records identify"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,745,"other draft, report or archived source",A cabinet period lasts as long as the set of parties holding ministries
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,749,"other draft, report or archived source","The 2014 election is linked to the cabinet sequence from January 1, 2015"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,752,"other draft, report or archived source","to the observed Lula III period, from January 1, 2023 through March 19,"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,754,"other draft, report or archived source",cabinet. These labels are then translated into those used in the
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,763,"other draft, report or archived source","reports the cabinet sequence used in the analysis, and the replication materials"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,985,"other draft, report or archived source",\subsection{Cabinet coalitional inversions}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,986,"other draft, report or archived source",\label{sec:cabinets}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,988,"other draft, report or archived source",Four of the twenty-three cabinet periods combine a Chamber majority
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,992,"other draft, report or archived source",Table~\ref{tab:cabinet-inversions} reports these periods and the
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,995,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-inversion-overview
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,998,"other draft, report or archived source",%   key: summary=cabinet-inversions; metric=count; aggregation=sum
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1005,"other draft, report or archived source",%   key: summary=cabinet-periods; metric=count; aggregation=sum
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1010,"other draft, report or archived source",%     value: twenty-three
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1011,"other draft, report or archived source",% PROVENANCE-END cabinet-inversion-overview
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1015,"other draft, report or archived source",\caption{Observed cabinet coalition inversions and their district components}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1016,"other draft, report or archived source",\label{tab:cabinet-inversions}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw_again.tex,1029,"other draft, report or archived source",The first inversion emerges during the contraction of Dilma Rousseff's
